bidId	timestamp	logType	ipinyouId	userAgent	ip	region	city	adExchange	domain	url	anonymousURLID	adSlotID	adSlotWidth	adSlotHeight	adSlotVisibility	adSlotFormat	adSlotFloorPrice	creativeID	biddingPrice	payingPrice	homePage
d8293e1174d4dd5c7c991ec1cfc892fe	20130311174853357	2	179f16cf33ab61a08dac0b7c9ca646c1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Maxthon/4.0.3.6000 Chrome/22.0.1229.79 Safari/537.1	222.184.171.*	80	86	3	DD1SqS9rg5scFsf	42319a13fccc9247015b1e3bda37adb8	null	Auto_F_Upright	300	250	0	0	20	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
bfa2eab2a98fb18125bc470412daabc1	20130311060743428	2	cb5d0795c57b1190f2b9bc65b0b75d37	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; SE 2.X MetaSr 1.0)	1.87.199.*	333	341	2	trqRTupcgNc7gspy5SqW	d8f65deac88add4b7eee235c993a89a5	null	3757418037	728	90	2	0	5	5aca4c5f29e59e425c7ea657fdaac91e	300	0	df6f61b2409f4e2f16b6873a7eb50444
ddd81e4348708d8f9c0175f1a83a98ec	20130311154559267	2	3e4600953ad3091b50e1e6f1d666d898	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)	183.153.112.*	94	104	2	51xcQS9-jTqNwTKbuKz	b3b11810a6aa41c4f9b04892811dd7db	null	4649635	300	250	2	0	5	d683498a1e531a0f3621d2f7b0a9dcf7	300	0	9f4e2f16b6873a7eb504df6f61b24044
db01c4b0af4397f1aa599b97460e9e2f	20130311190912627	2	13bdde43bb8543cfc0246d9d4610dc69	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	118.250.25.*	201	202	2	trqRTuMvjTN7X9KbuKz	1c8941c25ce632900986f4f8f98f7c24	null	3076506563	728	90	0	0	258	fb82c5506a7745b09752a995de85c708	300	0	9f4e2f16b6873a7eb504df6f61b24044
2d7557abba2483a3e040277d539a4f46	20130311190938018	2	8c9d28ff9e491f2aefd092502a3019bb	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0)	113.4.142.*	65	66	2	trqRTuMvjTN7X9KbuKz	ea304a87d679cdfc90f35377cb907368	null	2483895242	160	600	0	0	52	51fd94f6624989b7cecbc307f00f97f7	300	0	9f4e2f16b6873a7eb504df6f61b24044
852c26337bc35487894d705a01df3df8	20130311190956227	2	fef9585ca62ccf00216817d44455c90b	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)	58.42.232.*	298	299	2	trqRTvd9Q9sf1mKYUV	7d65d910ec8111bdacf6b020031d799e	null	821349604	336	280	1	0	5	ca165a0bf41928c7ec45df6c2745cf6e	300	0	9f4e2f16b6873a7eb504df6f61b24044
634edd2b02378b34cc26d2e625f39759	20130311190922756	2	970f4576872d166d330d23f3c24cac88	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.1; QQDownload 718)	114.61.15.*	79	79	2	null	ab7c113bf973e9dffc6708343f25a712	null	2506312357	300	250	2	0	5	d683498a1e531a0f3621d2f7b0a9dcf7	300	0	9f4e2f16b6873a7eb504df6f61b24044
c63952a9a9f5599a847cf8ca4b486a28	20130311190735398	2	7a57b2994c4f03f5915c664348d89ef3	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	220.152.242.*	216	219	3	3FF-e59aG5syJqKbuKz	3f7c876532f56f57f3b2d9f901b0365a	null	Finance_F_Upright	300	250	0	0	20	f206493d1a82b7d977075b20b7afd5f4	300	0	df6f61b2409f4e2f16b6873a7eb50444
f9a2af3e30c54be602eb6009e1e58f7c	20130311190906311	2	51c892479432028e1de3da7792649cb2	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ZHCN)	180.159.20.*	79	79	2	eSB-VDTwXQL7gspy	6e2739f45f9b79e889a2a10a3bfc1fa4	null	2168045192	728	90	2	0	5	fb82c5506a7745b09752a995de85c708	300	0	9f4e2f16b6873a7eb504df6f61b24044
74e4219aca057ee5a1d801bee1500cf5	20130311190622358	2	59bd3bb0d1c1f2fc491286152d209bbf	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; SE 2.X MetaSr 1.0)	113.134.102.*	333	334	1	trqRTuxvBQ1mjME4uSFK	e0a4f34114afcbc1ea66010a619e4eb8	null	mm_10008787_2640448_11033110	250	250	2	1	0	d76818d93532855570f2af04f52b1ef1	300	0	3a7eb50444df6f61b2409f4e2f16b687
ffb0fda5ec9d8f6df40966a00627246d	20130311153331582	2	ebade87c94158f1f9c96dbcbf75d19c1	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)	110.249.148.*	3	4	2	trqRTuMvjTN7X9KbuKz	77eea7b9f2c952f4749ff3a88e370855	null	547219750	300	250	0	0	221	d683498a1e531a0f3621d2f7b0a9dcf7	300	0	9f4e2f16b6873a7eb504df6f61b24044
101a160d6b813eadd80daf08fcdbc883	20130311153210364	2	c6306f4b1ff5ff26c6d9d48eae71b1d2	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.2; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)	58.30.68.*	1	1	2	trqRTvpoMTT7admouAxx-FT_-oa	e524f9eaef1d7610991896354618186a	null	3665248950	728	90	1	0	5	fb82c5506a7745b09752a995de85c708	300	0	9f4e2f16b6873a7eb504df6f61b24044
bdaf574a0befbd1eafb373f90922b127	20130311153414419	2	c56d13b9957ec93a2bb18e28a039af42	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.97 Safari/537.22	120.33.202.*	124	127	1	trqRTJdmBqT71m58uG	787a4c0d246e13c196da97e1615c80e2	null	mm_10012625_2411961_11028671	250	250	2	1	0	d76818d93532855570f2af04f52b1ef1	300	0	3a7eb50444df6f61b2409f4e2f16b687
128d3fef82d9013cd990495c71dd09c2	20130311153405430	2	7ead3c49f05a4a3a677dbc83c1b15cee	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; QQBrowser/7.1.6004.400)	42.49.230.*	201	205	3	kK1gq61NdoTy1m58uG	4bea4983ba5db3d2ec8a850396c81067	null	Lady_F_Width1	1000	90	0	0	20	ebbd8035bba9def2a673154ee2486e7a	300	0	3a7eb50444df6f61b2409f4e2f16b687
60adf123dbfa118031506004f08c2e81	20130311153218221	2	38022133cc27b781f96c0da4831bbca2	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)	218.58.67.*	146	148	2	trqRTvpogIqI1m58uG	29487542ebf98a9cf6b13182ff40c30d	null	247572377	468	60	1	0	5	28425676c2469651ba969a88529eeec8	300	0	9f4e2f16b6873a7eb504df6f61b24044
9c63104e324b5ac10331729a13c86cf3	20130311153211565	2	a8b74e5bc1c4ecbc7591447a2413816b	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	122.244.97.*	94	96	2	krsbQ6KJgNE7gspy	4a9c278bb80ab406498934ae0b5ae829	null	3494807121	160	600	2	0	5	51fd94f6624989b7cecbc307f00f97f7	300	0	9f4e2f16b6873a7eb504df6f61b24044
bfff6f32376fbfb79b6c79fc4e35a742	20130311153122239	2	7b357560a0a385f270fce663c05da0d	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	122.113.29.*	1	1	2	null	1e044f41820522f23de776c8089461c8	null	1361152813	468	60	1	0	5	4937b21d6f6c38560823917e19403fa7	300	0	3a7eb50444df6f61b2409f4e2f16b687
d0ab44ab44cbf982310acb74734af65b	20130311022806300	2	4b36ba5d42b25d79bd4f7524a1a80d1c	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; WoShiHoney.B; .NET CLR 2.0.50727)	110.185.79.*	276	277	1	trqRTuFJBT27Fgc	d8c945718f6d202601ceacb7795d71bb	null	mm_12431063_3028982_10198617	300	250	1	1	0	f206493d1a82b7d977075b20b7afd5f4	300	0	df6f61b2409f4e2f16b6873a7eb50444
9e9f727d025eb5cda6f852bc779182a5	20130311022810466	2	3548cb27ed5759dd5dbb6f1798e90ec	Mozilla/5.0 (Linux; U; Android 4.0.3; zh-cn; Transformer TF101 Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30	125.36.191.*	2	2	1	5F1RQS9aMoFoJhl4JKTI	c0088e20ab5969c8355ad5eb3273099b	null	mm_33752095_3451467_11207654	300	250	1	1	0	f206493d1a82b7d977075b20b7afd5f4	300	0	df6f61b2409f4e2f16b6873a7eb50444
e0baea8ec281a600c70fe3ba9a6d1513	20130311191025297	2	4d5f17e2300ab8a935e4f5b6b205c725	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	114.83.227.*	79	79	2	trqRTuToMTNUjM9r5rMi	363797e268c654bebc30cb3ecc918481	null	433287550	468	60	1	0	5	28425676c2469651ba969a88529eeec8	300	0	9f4e2f16b6873a7eb504df6f61b24044
7185b470dd6cfafd46f24f8a8c279588	20130311191324391	2	b3d5a27d4e8231864d54868295503f47	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)	113.124.252.*	146	152	2	lJ1bGx50do1vFYuYumpWUvj	d85f88532fa53703cfc598481b2bdc90	null	1790209668	336	280	2	0	5	ca165a0bf41928c7ec45df6c2745cf6e	300	0	9f4e2f16b6873a7eb504df6f61b24044
30f0950bea4d3b9d2b7585118531d54e	20130311191012508	2	c32b1523554d5cd0f4a3b96d3dbba63d	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; Media Center PC 6.0)	119.96.134.*	183	184	2	3Jpvt59udvly1m58uG	2a7a2bd84b6ca5014d6f790a05047a08	null	520252486	120	600	0	0	5	5a57c1d215ab05643a1bce7e402c45ec	300	0	9f4e2f16b6873a7eb504df6f61b24044
62eefaf810795e8b869f164c64714da6	20130311191103294	2	a0a27480d75865d22badbde341ebb62f	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; QQDownload 708)	60.183.55.*	94	100	2	trqRTuMvjTN7X9KbuKz	f9aa94a4b8592ffc0702a6316219319e	null	1074451248	728	90	0	0	59	fb82c5506a7745b09752a995de85c708	300	0	9f4e2f16b6873a7eb504df6f61b24044
c714eb5d97ef3715b7b7dd2d6cefc6ab	20130311205718009	2	b645096b3268360a33ac4b4816fa5f6a	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	222.137.193.*	164	165	2	tS90qpL0G99f1m54	a9ad9d256dcc31085cf1f013b0351c7e	null	2447323952	120	600	0	0	5	5a57c1d215ab05643a1bce7e402c45ec	300	0	9f4e2f16b6873a7eb504df6f61b24044
b5f347940349845a3a214cfb5acd416e	20130311205829495	2	46aa6a0bfe14583487ea9c24a63e7741	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)	59.44.121.*	40	42	1	D1dcTuqyMo1mjMp45SqfNX	53112f3408c84e9d89067d07ea75d793	null	mm_11402872_1272384_2783913	250	250	1	1	0	3a0cf3767556609a1f4329c9f52e387e	300	0	9f4e2f16b6873a7eb504df6f61b24044
27cb6fba0173dca3abcb202a9bb7008a	20130311205626975	2	c535cff8c919d3b7f99161075ea21f97	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)	60.31.165.*	27	33	3	ersbQv1RdoTy1m58uG	6dbc2d6395ce46d0d9359127984ec83b	null	Sports_F_Rectangle	300	250	0	0	50	f206493d1a82b7d977075b20b7afd5f4	300	0	df6f61b2409f4e2f16b6873a7eb50444
391595363e088cfb278b559a88f748b	20130311205711835	2	35186e0f1dff68332ad4ad0850cb429	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.2; QQDownload 734; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)	222.201.77.*	216	217	2	trqRTvdEMIpvwTKbuKz	91fb366ef2077858d1dd99abaf4427ae	null	1956027554	250	250	1	0	5	3a0cf3767556609a1f4329c9f52e387e	300	0	9f4e2f16b6873a7eb504df6f61b24044
65d1944abd56506f63776ec07d9423ea	20130311205719570	2	b45512e81f37aed0558429283530d671	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)	111.120.31.*	298	299	2	eS2-VJFuGQ1YXsz4uSFK	7e7cc108c2a821735e4cd5a9f95b8896	null	2607375060	468	60	2	0	5	28425676c2469651ba969a88529eeec8	300	0	9f4e2f16b6873a7eb504df6f61b24044
91d6a0974f1ff109137b31d65498392c	20130311205831999	2	8e24b40c10ca8675d3606cf907066bb4	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	118.120.12.*	276	297	2	tMxXqxsbdNN-XMKE5SqfNX	c82ee1f4b71d52469e6ef7719005d3f1	null	1613747365	300	250	1	0	32	d683498a1e531a0f3621d2f7b0a9dcf7	300	0	9f4e2f16b6873a7eb504df6f61b24044
dea369c29ad3aefc9f81e68a8e58a667	20130311205739724	2	7f0c8e0458fa02bc3d7f35d758bd1b97	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)	118.76.58.*	15	22	2	eS8-G6l0g9KmwqKbuKz	1ff6e7f280c2d085295ffec7f1756c7d	null	4163066567	120	600	0	0	47	5a57c1d215ab05643a1bce7e402c45ec	300	0	9f4e2f16b6873a7eb504df6f61b24044
b13d5578f8ad186c254cc41db6a5d07b	20130311205850095	2	43c2daa78ffa6670fd59245f5039d925	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; qdesk 2.5.1270.201; QQDownload 718; youxihe.1588; youxihe.1588; QQBrowser/7.1.6004.400)	222.179.236.*	275	275	2	trqRTuFxL6a7gspy	79e039963b1fb37af1e8bf3f2db8cb4f	null	1959386062	468	60	2	0	5	28425676c2469651ba969a88529eeec8	300	0	9f4e2f16b6873a7eb504df6f61b24044
ef3253f0641c92205f6446e54037de5b	20130311205710765	2	532d76f70a9beef04348175161f8f74c	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	123.122.243.*	1	1	2	null	93b3e9194ecd75fd5d44fc249b8faff9	null	3750769934	468	60	0	0	13	28425676c2469651ba969a88529eeec8	300	0	9f4e2f16b6873a7eb504df6f61b24044
446b9106b9e832a2d9894fdd00ce1ca	20130311205705307	2	7f6b6e7c096bcb09eee6c16935e35b4e	Mozilla/5.0 (compatible; MSIE 9.0; QDesk 2.3.1185.202; qdesk 2.3.1186.202; Windows NT 6.1; Trident/5.0; BOIE9;ZHCN)	183.37.247.*	216	219	2	kF9XTvdWdNdoFmqrJS1fqxMzmw	f9816cea592906ed6778f4e3f899660c	null	4027564946	300	250	2	0	5	d683498a1e531a0f3621d2f7b0a9dcf7	300	0	9f4e2f16b6873a7eb504df6f61b24044
4ac50fdbdf9482b6b49b6f95d3cb7327	20130311205709270	2	4a9ee3d5bc7180acafe422d2fa1498f5	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	183.5.228.*	216	217	2	trqRTuMvjTN7X9KbuKz	690988cd7c6ea725f5754d5c3dc3330b	null	1493268197	728	90	0	0	89	fb82c5506a7745b09752a995de85c708	300	0	9f4e2f16b6873a7eb504df6f61b24044
27c91f21ccd4d6bbbea62738e35b3e08	20130311205725263	2	e4c66fe4c87e3a2d9d91e574bbecdd61	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	123.153.133.*	94	104	2	trqRTuMvjTN7X9KbuKz	487358d6f3af00dbaff196ace3c74a21	null	1493268197	728	90	0	0	89	fb82c5506a7745b09752a995de85c708	300	0	9f4e2f16b6873a7eb504df6f61b24044
485decaa4bd5e55d800c064fccdd51ec	20130311205928887	2	6c5a1fcf807c3517459dc066bd2201f3	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)	115.202.151.*	94	104	3	ersbQv1RdoTy1m58uG	34dfcfd714d663c829d2e623bc4ea0c4	null	Sports_F_Rectangle	300	250	0	0	50	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
8aabdd772d33d93dfb0e6a2b62685431	20130311155408310	2	f89b3c89a0e06068cf1a1fcd59b2a36d	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)	58.61.27.*	216	219	1	trqRTvpoXQ1mjM1oaF9rqxMzmw	cb6a12d52f89f94fa50d1cc324d2d517	null	mm_31442535_2978450_10307953	300	250	1	1	0	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
72d357be28f6fbe7cd9700341070cbef	20130311155319397	2	7289f9cc4d584c3f2255be5811aed7d2	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)	60.211.184.*	146	154	1	3J2-tv50g9uYFsz4JKTI	6d854165e9871c236437db46e0c07cac	null	mm_11402872_1272384_2783913	250	250	1	1	0	d76818d93532855570f2af04f52b1ef1	300	0	3a7eb50444df6f61b2409f4e2f16b687
72d357be28f6fbe7cd9700341070cbef	20130311155313848	2	7289f9cc4d584c3f2255be5811aed7d2	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)	60.211.184.*	146	154	1	3J2-tv50g9uYFsz4JKTI	6d854165e9871c236437db46e0c07cac	null	mm_11402872_1272384_2783913	250	250	1	1	0	d76818d93532855570f2af04f52b1ef1	300	0	3a7eb50444df6f61b2409f4e2f16b687
4fd8ebde73b21ddc3eb0fe3723e3fa2b	20130311190024791	2	c0ba2f391c6cc1f24133ad797505cfe6	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0)	125.46.80.*	164	165	1	trqRTva9OZL7gspy	f38449d8a0f2ab65d43ceb355fd6ba1f	null	mm_10032880_3424173_11079185	250	250	1	1	0	3a0cf3767556609a1f4329c9f52e387e	300	0	9f4e2f16b6873a7eb504df6f61b24044
f097adc4b158f2839d23377dcfbbeca	20130311190005776	2	6a4847a024e425173048b0bb719b0944	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)	27.202.72.*	146	146	1	trqRTvKvMNF-wqKbuKz	a3e05fee1e7c36f63006e9ef7d943189	null	mm_30232185_2681387_10175348	300	250	1	1	0	d683498a1e531a0f3621d2f7b0a9dcf7	300	0	9f4e2f16b6873a7eb504df6f61b24044
32287c73e1bcab32331745d30fdbb327	20130311190009523	2	3cc00e44d7994d87680413a31b2f8a65	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	218.86.64.*	124	127	1	trqRTJkrXTq8wTK4wJB	2007a2dfd6526fd8510a24a7199def4e	null	mm_12990852_3067164_11030457	200	200	1	1	0	2b79ac0b6110d91fbb1160dcce775b6d	300	0	9f4e2f16b6873a7eb504df6f61b24044
622108e6c0134b8ad04c6aa26e67be02	20130311164130510	2	5ba454b7d34af8e651ac53ce3985b1d6	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1)	182.129.51.*	276	287	3	ersbQv1RdoTy1m58uG	82a48b21a81ffd96954009ac6d7ed4b5	null	Sports_F_Rectangle	300	250	0	0	50	d683498a1e531a0f3621d2f7b0a9dcf7	300	0	9f4e2f16b6873a7eb504df6f61b24044
2e6a5f9a2ee97e1dd5704832ecbd1692	20130311123809967	2	a3ac8d9bf1358d44005effedfbbfff02	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	121.61.14.*	183	194	1	tS1vtup0GxsNaYuzUspENpn	11df78189f7384d79a7117a533d3d279	null	mm_31698573_3051380_11293375	300	250	0	1	0	d683498a1e531a0f3621d2f7b0a9dcf7	300	0	9f4e2f16b6873a7eb504df6f61b24044
2ab97e11ba19b8da5a052c537d83fc95	20130311123551838	2	4e4364f5fc41cb1d2695ac605d5e8bc	Mozilla/5.0 (Windows NT 5.1; rv:19.0) Gecko/20100101 Firefox/19.0	114.230.98.*	80	90	1	kdxwleTvGNKsgsNruSLWvp2	f011f3bf7515cbf72755e612def7a633	null	mm_28347190_2425761_9313994	300	250	1	1	0	f206493d1a82b7d977075b20b7afd5f4	300	0	df6f61b2409f4e2f16b6873a7eb50444
98ce2c649f8e6138885808063c8a4056	20130311123613994	2	3b074c93914227f2a4c6a0f79c14524c	Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_2 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B146 Safari/8536.25	61.158.152.*	164	165	1	trqRTJnIMTKI1m58uG	d352cd0c0bf3262f4afa6277a7144616	null	mm_29394861_2683020_9680940	950	90	1	1	0	8f86b069dbb8898e2beca5ec3030e147	300	0	df6f61b2409f4e2f16b6873a7eb50444
